phase,dayno,mood_relaxed,mood_down,mood_irritat,mood_satisfi,mood_lonely,mood_anxious,mood_enthus,mood_suspic,mood_cheerf,mood_guilty,mood_doubt,mood_strong,pat_restl,pat_agitate,pat_worry,pat_concent,se_selflike,se_ashamed,se_selfdoub
3,270,4,0,2,4,0,0,3,1,3,0,2,4,2,2,1,4,5,1,2
3,270,4,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
3,270,3,1,3,3,0,0,3,2,3,0,3,3,3,3,2,4,4,2,3
3,270,4,2,2,3,1,0,3,1,3,1,4,4,2,2,3,3,4,2,3
3,270,3,0,3,3,1,0,3,1,3,0,3,3,4,3,1,4,4,2,3
3,270,5,0,2,4,0,0,3,1,4,0,2,4,1,2,1,4,4,1,1
3,270,5,1,1,5,0,0,4,1,4,0,2,3,1,1,3,4,5,2,2
3,270,4,0,1,5,0,0,4,1,4,0,2,4,2,1,1,4,5,1,2
3,271,5,0,2,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
3,271,5,-1,1,6,-1,-1,6,1,5,-1,1,5,1,1,1,5,5,1,1
3,271,5,-3,1,6,-2,-2,6,1,6,-2,1,6,1,1,1,5,5,1,1
3,271,5,-1,1,5,-2,-1,5,1,4,-1,1,5,1,1,1,5,5,1,1
3,271,5,-2,1,6,-2,-1,5,1,5,-1,1,6,1,1,1,5,5,1,1
3,271,5,-1,1,6,-1,-1,5,1,5,-1,1,5,1,1,1,5,5,1,1
3,271,5,-1,1,5,-1,-1,5,1,1,-1,1,5,1,1,1,4,5,1,1
3,271,5,0,1,5,0,0,3,1,4,0,1,3,1,1,1,4,5,1,1
3,272,5,0,1,3,0,0,4,1,4,0,1,4,2,1,1,4,4,1,3
3,272,5,-1,1,6,-1,-1,5,1,5,-1,1,5,1,1,1,5,5,1,1
3,272,4,-1,2,5,-1,-1,6,1,5,-1,1,5,2,2,1,5,5,1,1
3,272,3,0,3,3,0,0,3,1,3,0,1,3,1,2,1,4,5,1,2
3,272,5,0,1,5,0,0,5,1,5,-1,1,5,1,1,1,5,5,1,1
3,272,4,0,1,3,0,0,3,1,3,0,2,3,1,2,1,3,4,1,2
3,272,4,0,2,4,0,0,3,1,3,0,2,3,2,2,1,4,5,1,2
3,272,3,-1,3,3,0,0,3,1,3,0,2,3,2,3,1,3,4,1,3
3,273,5,0,1,5,-1,-1,4,1,5,-1,2,4,2,2,2,5,5,1,1
3,273,4,1,2,3,0,0,3,1,4,0,2,3,2,2,1,4,4,1,2
3,273,3,1,3,3,1,0,3,1,3,0,3,3,2,2,2,3,4,1,3
3,273,5,0,1,5,0,0,3,1,4,0,2,4,2,2,1,5,5,1,2
3,273,5,-1,1,6,-1,-1,6,1,5,-1,1,5,1,1,1,5,5,1,1
3,273,4,0,3,3,0,0,3,1,3,1,3,3,3,3,1,3,4,1,3
3,273,4,0,1,4,-1,0,5,1,4,0,2,3,2,2,1,5,5,1,2
3,273,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,273,4,1,2,3,0,0,3,1,3,0,3,3,2,2,1,4,4,1,3
3,274,5,0,1,5,0,0,3,1,4,0,1,3,1,1,1,1,5,1,1
3,274,4,1,2,3,0,0,3,1,3,0,2,3,1,2,2,3,5,1,2
3,274,4,1,2,4,1,0,3,1,4,0,2,4,3,3,2,4,5,1,3
3,274,4,0,3,3,0,0,3,1,3,0,3,3,3,3,1,3,4,1,3
3,274,4,0,2,5,0,0,4,1,4,0,2,3,1,1,1,3,5,1,3
3,274,2,0,5,3,0,0,3,1,3,0,1,3,4,4,1,4,5,1,3
3,274,5,0,1,5,0,0,3,1,4,0,2,3,1,2,1,4,4,1,1
3,274,3,0,5,4,0,0,3,1,3,0,2,4,2,3,1,4,5,1,2
3,275,4,1,1,3,0,0,3,1,3,0,2,3,1,2,1,4,4,1,2
3,275,4,0,2,3,0,0,3,1,3,0,3,4,3,3,1,4,4,1,1
3,275,4,0,2,4,0,0,3,1,4,0,2,3,4,2,1,4,4,1,3
3,275,3,0,3,4,0,0,3,1,4,0,3,3,3,3,1,4,4,1,3
3,275,3,0,5,4,0,0,3,1,3,0,1,3,4,3,1,4,4,1,3
3,275,4,0,2,4,0,0,3,1,4,0,2,4,2,2,1,4,4,1,2
3,275,5,0,1,5,0,0,4,1,5,0,2,4,1,1,1,4,4,1,1
3,275,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,275,3,0,3,4,0,0,3,1,3,0,1,3,3,2,1,3,4,1,1
3,276,4,0,2,4,0,0,4,1,4,0,2,4,3,2,2,4,4,1,3
3,276,3,0,3,4,0,0,4,1,4,0,2,4,2,2,1,5,5,1,2
3,276,4,0,3,5,0,0,4,1,4,0,2,5,2,3,1,4,5,1,2
3,276,4,0,3,3,0,0,3,1,4,0,2,4,4,3,1,3,4,1,3
3,276,4,0,4,3,0,0,3,1,3,0,2,3,4,3,1,4,4,1,3
3,276,4,0,4,3,0,0,3,1,4,0,2,3,4,4,1,4,4,1,3
3,276,3,0,5,3,0,0,4,1,3,0,2,3,4,5,1,3,4,1,3
3,276,5,0,2,5,0,0,4,1,5,0,1,5,2,2,1,5,5,1,1
3,276,5,0,2,5,0,0,4,1,4,0,2,4,3,2,1,5,5,1,1
3,276,5,0,2,5,0,0,4,1,4,0,1,4,1,2,1,5,5,1,1
3,277,3,2,1,3,0,0,3,1,3,0,3,3,1,2,4,4,3,3,4
3,277,3,2,1,2,2,0,3,3,2,1,4,3,2,2,5,4,4,3,4
3,277,4,1,2,3,1,0,3,1,3,0,2,3,2,2,3,4,4,2,3
3,277,4,1,2,4,1,0,3,1,3,0,2,3,2,2,2,4,4,2,3
3,278,4,0,2,4,0,0,4,1,4,0,1,4,1,2,2,4,5,1,1
3,278,4,0,3,4,0,0,4,1,4,0,1,4,1,2,1,5,5,1,2
3,278,5,0,1,5,0,0,4,1,4,0,2,4,1,2,1,5,5,1,1
3,278,4,0,2,4,0,0,4,1,3,0,2,4,3,3,1,3,4,1,3
3,278,4,0,2,4,0,0,3,1,4,0,2,4,3,2,1,4,4,1,2
3,278,4,0,1,5,0,0,4,1,3,0,2,4,2,2,1,3,4,1,2
3,278,4,1,2,3,0,0,3,1,3,0,2,3,2,2,2,3,4,4,3
3,279,3,1,2,3,0,0,3,1,3,0,3,2,2,2,2,3,4,2,3
3,279,4,1,2,5,0,0,4,1,3,0,3,3,2,2,2,4,4,2,2
3,279,4,0,2,5,0,0,4,1,4,0,2,3,3,2,2,4,5,1,3
3,279,5,0,1,5,0,0,4,1,5,0,2,4,1,2,1,4,5,1,1
3,279,4,0,2,4,0,0,3,1,3,0,3,3,3,2,1,4,4,1,3
3,279,3,1,4,4,0,0,3,1,3,0,1,3,4,4,1,4,4,1,4
3,279,3,0,5,4,0,0,4,1,3,0,1,3,4,4,1,4,5,1,3
3,279,2,0,5,4,0,0,3,1,4,0,1,4,3,4,1,4,4,1,2
3,280,4,0,2,4,0,0,4,2,4,0,2,4,2,2,2,4,4,1,2
3,280,4,0,3,5,0,0,4,1,4,0,2,4,2,2,1,5,5,1,2
3,280,4,1,2,4,0,0,4,1,3,0,2,3,3,2,1,4,4,2,3
3,280,4,0,3,4,0,0,3,1,4,0,2,4,2,3,1,4,5,1,3
3,280,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,280,5,0,1,5,0,0,3,1,5,0,2,5,1,1,1,5,5,1,1
3,281,4,1,1,4,0,0,3,1,3,1,1,4,1,1,1,2,4,4,3
3,281,5,1,1,5,0,0,5,1,5,0,3,5,2,2,1,5,5,1,2
3,281,5,0,2,4,0,0,4,1,4,0,3,4,2,2,1,5,5,1,2
3,281,5,-1,1,5,-1,0,5,1,5,0,2,5,1,1,1,5,5,1,2
3,281,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,282,6,-1,1,6,-1,-1,5,1,5,-1,1,6,1,1,1,5,5,1,1
3,282,4,0,3,3,0,0,4,1,3,0,2,4,3,3,1,4,5,1,2
3,282,4,0,2,4,0,0,4,1,3,0,4,3,2,2,1,3,5,1,3
3,282,5,-1,1,5,-1,-1,4,1,5,-1,2,5,3,2,1,5,5,1,2
3,282,4,0,3,3,0,0,3,1,3,1,3,4,4,3,1,4,4,2,3
3,282,4,1,4,3,0,0,3,1,3,0,3,3,4,3,1,4,4,1,3
3,282,5,0,1,5,0,0,4,1,5,0,2,5,1,1,1,5,5,1,1
3,282,4,0,4,4,0,0,3,2,4,0,2,3,3,3,1,4,5,1,3
3,283,4,0,1,4,0,0,4,1,4,0,4,4,2,1,1,3,4,1,3
3,283,4,0,2,4,0,0,4,1,4,0,4,3,1,1,1,3,5,1,4
3,283,5,-1,1,5,0,0,5,1,5,0,2,5,1,1,1,5,5,1,2
3,283,5,0,1,5,0,0,4,1,5,0,4,5,2,1,1,5,5,1,2
3,283,4,0,2,3,0,0,3,1,4,0,5,3,4,2,1,4,4,3,3
3,283,3,-1,2,6,-1,-1,5,1,5,-1,1,6,3,2,1,5,5,1,1
3,283,4,0,2,5,0,0,4,1,4,0,1,3,3,2,1,4,5,1,1
3,283,5,0,2,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,284,3,0,1,3,0,0,3,1,3,0,2,3,1,1,1,3,5,1,2
3,284,4,0,2,3,0,0,3,1,4,0,3,3,1,2,1,3,4,1,3
3,284,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,284,4,0,3,5,0,0,4,1,5,0,1,5,2,2,1,5,5,1,1
3,284,3,0,3,3,0,0,3,1,4,-1,2,4,3,3,1,4,5,1,2
3,284,5,-1,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
3,284,5,-1,1,5,0,-1,4,1,5,-1,1,5,1,1,1,4,5,1,2
3,284,5,-1,1,5,-1,-1,5,1,5,-1,2,5,2,1,1,5,5,1,1
3,285,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
3,285,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,285,4,-1,2,5,-1,-1,4,1,5,0,2,5,2,1,1,5,5,1,2
3,285,4,0,3,5,0,0,5,1,5,0,1,5,2,2,1,5,5,1,2
3,285,4,0,3,4,0,0,5,1,4,0,1,3,2,3,1,4,5,1,3
3,285,5,-1,1,6,-1,-1,6,1,6,-1,1,6,1,1,1,5,5,1,1
3,285,4,0,1,5,0,0,4,1,3,0,2,4,3,2,1,4,4,1,2
3,285,5,-1,1,6,-1,-1,5,1,5,-1,1,5,1,1,1,5,5,1,1
3,285,4,0,1,5,0,0,4,1,5,0,1,5,2,1,1,5,5,1,1
3,286,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
3,286,4,0,2,5,0,0,4,1,5,0,1,5,2,2,1,4,5,1,2
3,286,3,0,3,4,0,0,3,1,4,0,1,4,3,3,1,3,4,1,3
3,286,4,2,2,3,2,0,3,2,3,1,3,3,2,3,4,3,3,4,4
3,286,5,0,2,5,0,0,4,1,4,0,2,4,2,2,1,4,5,1,2
3,287,5,0,1,5,0,0,3,1,4,-1,1,1,1,1,2,3,5,1,2
3,287,5,1,1,4,1,0,3,1,4,0,2,3,1,1,3,4,5,1,2
3,287,5,1,1,4,0,0,4,1,3,0,2,4,1,2,2,4,5,2,2
3,287,4,0,3,5,0,0,4,1,4,0,1,5,1,2,1,5,5,1,2
3,287,4,-1,2,6,-1,-1,5,1,5,-1,1,5,2,1,1,5,5,1,1
3,287,5,0,1,5,0,0,4,1,5,0,1,4,1,1,1,5,5,1,2
3,287,5,0,1,5,0,0,6,1,5,0,1,5,1,1,1,5,5,1,1
3,287,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
3,288,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,288,5,0,2,5,0,0,5,1,5,0,1,5,1,1,1,5,5,5,1
3,288,4,0,4,4,0,0,4,1,5,0,1,4,3,3,1,4,5,1,2
3,288,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
3,289,5,-1,1,6,-1,-1,5,1,5,-1,1,5,1,1,1,5,5,1,1
3,289,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,289,5,0,1,6,0,0,5,1,5,0,2,5,2,1,1,5,5,1,1
3,289,5,0,1,5,0,-1,5,1,5,0,1,5,1,1,1,5,5,1,1
3,289,4,0,3,4,0,0,3,1,4,0,2,4,3,3,1,4,5,2,2
3,289,5,0,1,5,0,0,4,1,5,0,1,1,1,1,1,1,5,1,1
3,289,5,0,2,5,0,0,4,1,5,0,2,5,2,2,1,5,5,5,1
3,290,4,0,2,4,0,0,3,1,4,0,2,3,1,1,1,3,5,1,2
3,290,5,-1,1,6,0,0,5,1,5,0,2,5,2,1,1,5,5,1,1
3,290,5,-1,1,6,-1,-1,5,1,5,-1,1,5,1,1,1,5,5,1,1
3,290,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,3,5,1,2
3,290,5,0,1,4,0,0,3,1,4,0,1,3,1,1,1,3,5,1,2
3,290,4,0,2,4,0,0,3,1,4,0,3,3,1,1,1,3,5,1,3
3,290,4,0,3,5,0,0,5,1,5,0,2,5,2,3,1,5,5,1,2
3,290,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
3,290,4,0,1,4,0,0,4,1,4,0,1,4,1,2,1,4,5,1,2
3,291,4,0,2,5,0,0,5,1,5,0,2,4,2,1,2,4,5,1,3
3,291,4,1,2,3,0,0,3,1,3,0,4,3,2,2,2,3,5,2,3
3,291,3,0,3,3,0,0,3,1,3,1,4,3,3,3,2,4,4,1,3
3,291,4,1,3,2,0,0,3,1,3,1,4,3,4,3,2,3,4,2,3
3,291,3,1,2,4,0,0,4,1,3,1,4,3,2,3,2,5,4,2,3
3,291,3,0,4,3,0,0,3,1,3,0,4,3,4,4,1,4,4,1,4
3,291,4,0,1,4,0,0,3,1,3,0,3,4,2,2,1,4,5,1,2
3,291,5,0,1,5,0,0,4,1,4,0,3,4,1,1,1,5,5,1,2
3,291,5,0,2,5,0,0,5,1,4,0,2,4,2,2,1,4,5,1,1
3,292,5,-1,1,5,-1,-1,4,1,5,-1,1,5,1,1,1,5,5,1,1
3,292,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,292,5,0,2,4,0,0,4,1,4,0,3,4,1,1,1,5,5,1,2
3,292,4,0,5,5,0,0,5,1,3,-2,4,3,3,3,1,3,4,1,3
3,292,3,1,4,2,0,0,3,1,3,1,5,3,3,3,1,3,4,2,3
3,292,4,0,2,3,0,0,4,1,4,0,4,4,2,1,1,4,5,2,3
3,292,3,0,5,4,0,0,4,1,4,0,1,3,4,5,1,4,5,1,2
3,293,4,1,1,3,0,0,3,1,4,0,2,3,2,1,1,4,4,1,2
3,293,4,1,2,3,0,0,3,1,4,0,2,3,1,3,2,3,4,1,3
3,293,4,0,1,3,0,0,4,1,4,0,2,4,2,2,1,4,4,1,2
3,293,4,1,1,3,0,0,3,1,3,0,1,2,1,1,1,3,5,1,1
3,293,4,0,1,5,0,0,4,1,4,0,1,4,1,1,1,5,5,1,1
3,293,4,1,1,3,0,0,3,1,4,0,3,3,1,1,1,3,4,1,3
3,293,4,0,1,5,0,0,4,1,4,0,1,4,1,1,1,4,4,1,1
3,293,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,294,4,1,1,3,0,0,3,1,4,0,2,3,2,2,3,3,4,2,3
3,294,5,0,1,6,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,294,5,0,1,5,0,0,4,1,5,0,1,4,1,1,1,4,5,1,1
3,295,4,0,1,5,0,0,4,4,4,0,1,4,1,1,1,3,5,1,1
3,295,5,0,1,5,0,0,5,1,5,0,1,6,1,1,1,5,5,1,1
3,295,4,0,1,6,0,0,5,1,5,0,1,5,2,1,1,5,5,1,1
3,295,4,0,2,4,0,0,4,1,5,0,1,5,2,2,1,5,5,1,1
3,295,5,-2,1,6,0,0,6,1,5,0,1,6,1,1,1,5,6,1,1
3,295,4,0,2,5,0,0,5,1,5,0,2,5,2,1,1,5,5,1,1
3,295,5,0,2,4,0,0,3,1,4,0,2,4,1,2,1,4,4,1,2
3,296,5,-1,1,5,0,0,5,1,5,0,2,5,2,1,1,5,5,1,1
3,296,4,0,2,4,0,0,4,1,4,0,2,4,2,2,1,4,4,1,3
3,296,4,1,2,3,0,0,3,1,4,0,3,3,1,1,1,3,4,1,3
3,296,3,0,3,3,0,0,3,1,3,0,2,3,3,3,1,4,4,1,3
3,296,3,0,2,5,0,0,4,1,5,0,1,5,2,2,1,5,5,1,1
3,296,3,0,4,4,0,0,3,1,4,1,1,5,3,3,1,5,4,1,3
3,296,5,-1,1,6,-1,-1,6,1,5,-1,1,5,1,1,1,5,5,1,1
3,296,5,0,4,6,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,296,5,0,2,5,0,0,4,1,4,0,1,4,1,2,1,5,5,1,1
3,296,4,0,3,4,0,0,4,1,4,0,1,4,3,3,1,5,5,1,2
3,297,5,0,1,5,0,0,5,1,5,0,2,4,1,1,1,3,5,1,3
3,297,5,0,2,4,0,0,4,1,4,0,2,4,1,2,1,4,5,1,2
3,297,4,0,2,3,0,0,4,1,4,0,2,3,2,2,1,4,4,1,3
3,297,5,0,2,5,0,0,5,1,5,0,2,5,1,1,1,5,5,1,1
3,297,5,-1,1,5,-1,-1,6,1,5,-1,1,5,1,1,1,5,5,1,1
3,297,4,0,3,5,0,0,4,1,4,0,1,4,1,2,1,5,5,1,1
3,298,3,0,2,4,0,0,3,1,3,0,2,3,1,2,1,3,4,1,3
3,298,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
3,298,4,0,4,3,0,0,3,1,4,0,3,3,3,3,1,4,4,2,3
3,298,5,1,2,3,0,0,3,1,4,-2,4,3,2,2,1,3,5,2,2
3,298,3,0,3,3,0,0,3,1,4,1,4,4,3,3,1,4,4,2,3
3,298,4,0,3,4,0,0,4,1,4,0,3,4,3,3,1,4,5,1,2
3,299,4,0,4,3,0,0,3,1,3,0,3,3,3,4,1,4,4,2,3
3,299,4,0,2,5,-1,0,5,1,5,0,2,5,3,3,1,4,5,1,2
3,299,4,0,2,5,0,0,4,1,4,0,2,4,1,2,1,5,5,1,2
3,299,4,0,2,4,0,0,3,1,3,0,2,3,2,2,1,4,4,1,2
3,300,5,0,1,5,0,0,4,1,4,0,2,4,1,1,1,4,5,1,1
3,300,4,0,1,4,0,0,4,1,4,0,2,4,1,2,1,4,5,1,2
3,300,4,1,2,4,0,0,3,1,3,0,4,3,2,2,1,4,4,2,3
3,300,4,0,4,3,0,0,3,1,3,0,2,3,4,4,1,4,4,1,3
3,300,3,0,4,4,0,0,4,1,3,0,3,4,4,4,1,4,4,1,3
3,301,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,1,5,1,2
3,301,4,0,2,4,0,0,3,1,4,0,2,3,2,2,2,4,4,1,3
3,301,4,0,3,4,0,0,4,1,3,0,3,3,3,3,1,4,5,1,3
3,301,3,0,5,3,0,0,3,2,3,2,4,4,4,4,1,4,4,2,4
3,301,2,0,5,3,-1,0,3,1,3,1,5,3,5,5,1,3,4,2,5
3,301,3,0,4,3,0,0,3,1,4,0,4,3,4,4,1,4,4,1,3
3,301,5,-1,1,6,-1,-1,6,1,6,-1,1,5,1,1,1,5,5,1,1
3,302,5,0,4,1,0,0,4,1,4,0,1,5,4,1,1,5,5,1,1
3,302,4,2,1,3,2,0,3,3,3,0,3,3,1,2,5,3,3,3,5
3,302,5,1,4,5,0,0,4,1,4,0,1,4,1,1,2,5,5,1,2
3,302,4,0,2,4,0,0,4,4,3,0,3,3,3,2,1,4,4,1,3
3,302,4,0,2,5,0,0,4,1,4,0,1,4,1,3,1,5,5,1,1
3,302,4,0,2,4,0,0,4,1,4,0,3,3,2,2,1,4,4,1,3
3,303,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,303,4,0,1,5,-1,-1,4,1,5,-1,1,5,1,1,1,5,5,1,1
3,303,2,0,5,2,0,0,3,1,3,0,1,3,3,3,1,3,4,2,4
3,303,3,-1,5,2,0,-1,3,1,3,-1,2,4,5,6,1,4,4,1,4
3,303,4,0,2,4,0,0,4,1,3,0,2,3,4,3,1,4,4,1,2
3,303,4,0,3,3,0,0,3,1,3,0,2,3,3,2,1,3,4,2,3
3,304,5,0,2,5,0,0,4,1,4,0,1,5,1,1,1,5,5,1,1
3,304,5,0,1,5,0,0,4,1,4,0,2,5,1,1,1,5,5,1,1
3,304,3,0,5,5,0,0,4,1,4,0,1,4,3,3,1,5,4,1,2
3,304,3,0,4,4,0,0,3,1,4,0,1,4,4,3,1,5,5,1,3
3,304,4,0,3,4,0,0,3,1,4,0,2,3,2,2,1,4,5,1,3
3,304,4,0,2,5,0,0,4,1,4,0,2,4,1,2,1,4,5,1,2
3,304,4,0,1,4,0,0,3,1,4,0,2,3,3,2,1,4,4,1,3
3,304,4,0,2,5,0,0,4,1,5,0,3,5,1,2,1,5,5,1,2
3,305,4,0,2,5,0,0,4,1,4,0,3,4,2,2,1,4,4,1,3
3,305,3,0,5,4,0,0,3,1,3,0,2,3,3,4,1,4,5,1,3
3,305,4,-1,3,5,-1,-1,5,1,5,-1,1,5,2,2,1,5,5,1,1
3,305,4,0,3,4,0,0,4,1,4,0,2,4,3,3,1,4,4,1,2
3,305,5,0,2,5,0,0,4,1,5,0,1,5,1,2,1,5,5,1,1
3,305,4,0,4,5,0,0,4,1,4,0,2,5,2,4,1,5,5,1,1
3,306,5,1,1,5,0,0,3,1,4,0,2,4,1,1,2,5,5,1,1
3,306,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,306,5,-1,1,5,-1,-1,5,1,5,-1,1,5,1,1,1,5,5,1,1
3,306,4,0,3,5,0,0,4,1,4,0,2,5,3,2,1,5,5,1,1
3,306,5,0,2,5,0,0,5,1,5,0,1,5,2,2,1,5,5,1,1
3,306,5,0,4,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,306,4,0,2,5,0,0,3,1,4,0,1,3,2,2,1,4,5,1,2
3,306,5,0,1,5,0,0,3,1,4,0,2,3,2,1,1,4,5,1,1
3,307,5,-1,1,5,-1,-1,5,1,5,0,2,5,2,1,1,5,5,1,1
3,307,5,0,1,4,0,0,4,1,4,1,2,4,2,2,1,5,5,1,1
3,307,3,-1,3,4,-1,-1,3,1,4,-1,2,3,3,3,1,5,5,1,3
3,307,4,0,2,4,0,0,3,1,4,0,2,3,2,2,1,4,5,1,2
3,307,4,-1,2,5,0,0,4,1,5,0,1,5,2,1,1,5,5,1,1
3,307,4,0,3,5,0,0,4,1,5,0,2,4,1,1,1,5,5,1,1
3,307,4,-1,4,5,-1,-1,4,1,5,-1,1,5,2,2,1,5,5,1,1
3,308,5,0,1,5,-3,-3,4,1,5,0,1,5,1,1,1,5,5,1,1
3,308,5,0,2,5,0,0,5,1,5,0,2,5,1,1,1,5,5,1,1
3,308,3,0,5,4,0,0,3,1,3,0,1,3,3,3,1,5,5,1,3
3,308,4,0,2,5,0,0,4,1,4,0,2,4,2,2,1,5,5,1,2
3,308,4,0,3,4,0,0,4,1,3,0,2,4,3,4,1,3,4,1,2
3,308,4,-1,2,5,-1,-1,4,1,4,-1,2,4,2,2,1,4,5,1,2
3,309,5,0,1,5,0,0,4,1,4,0,1,4,1,1,2,3,5,2,2
3,309,4,2,1,4,1,0,3,2,4,0,2,3,1,2,4,5,5,1,1
3,309,5,0,1,6,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,309,5,0,3,5,0,0,4,1,5,0,1,5,2,2,1,5,5,1,1
3,309,3,0,5,4,0,0,3,1,3,0,2,3,3,5,1,4,5,1,2
3,309,5,0,3,4,0,0,3,1,4,0,1,3,2,4,1,4,5,1,2
3,309,4,0,3,4,0,0,3,1,4,0,1,4,2,3,1,4,4,1,1
3,310,4,0,2,4,0,0,3,2,4,0,3,5,1,2,1,5,5,1,2
3,310,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,310,4,0,3,5,0,0,4,1,4,0,2,4,2,2,1,4,5,1,2
3,310,5,0,2,5,0,0,4,1,4,0,2,4,1,2,1,4,4,1,2
3,310,5,0,2,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
3,310,5,0,1,5,0,0,6,1,1,0,1,5,1,1,1,5,5,1,1
3,311,6,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,311,4,0,2,5,0,0,4,1,4,0,1,4,2,2,1,5,5,1,1
3,311,4,0,2,4,0,0,3,1,4,0,2,3,1,3,1,4,5,1,2
3,311,3,0,5,3,0,0,3,1,3,0,1,4,3,4,1,4,4,1,3
3,311,3,0,4,4,0,0,3,1,4,0,1,4,3,4,1,5,5,1,3
3,311,4,0,3,4,0,0,3,1,4,0,2,4,2,2,1,4,5,1,2
3,311,4,0,1,4,0,0,4,1,4,0,2,4,1,2,1,4,5,1,2
3,312,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,2
3,312,5,0,1,5,0,0,6,1,5,0,1,5,1,1,1,5,5,1,1
3,312,5,0,2,5,0,0,4,1,4,0,3,4,2,2,1,4,5,1,2
3,312,4,0,2,4,0,0,4,1,4,0,3,3,1,2,1,3,5,1,2
3,312,4,0,2,4,0,0,4,1,4,0,2,4,2,2,1,5,5,1,2
3,312,5,0,2,5,0,0,4,1,5,0,1,5,2,2,1,5,5,1,1
3,313,4,0,4,5,0,0,4,1,5,0,1,5,2,3,1,5,5,1,1
3,313,4,0,4,4,0,0,3,1,4,0,1,4,2,4,1,5,5,1,2
3,313,3,0,5,3,0,0,4,1,3,0,2,4,4,4,1,5,5,1,3
3,313,4,0,2,3,0,0,3,1,3,0,4,3,3,4,1,4,4,2,4
3,313,4,1,2,3,0,0,3,1,4,2,4,3,2,3,1,4,4,2,3
3,314,5,1,1,5,0,0,5,1,5,0,1,4,1,1,2,5,5,1,2
3,314,5,1,1,5,0,0,4,1,5,0,4,3,2,1,2,5,5,1,3
3,314,5,0,2,5,0,0,5,1,5,0,4,5,2,2,2,5,5,1,3
3,314,4,1,2,3,0,0,3,1,3,1,4,3,3,4,2,4,4,2,3
3,314,3,1,3,2,0,0,3,1,3,1,4,3,4,4,2,3,4,2,4
3,314,3,1,4,3,0,0,3,1,3,1,3,3,4,4,1,3,4,1,4
3,314,2,2,5,2,0,0,3,2,3,2,5,3,5,5,2,3,3,2,4
3,315,3,3,2,2,1,0,2,3,2,1,3,2,2,3,5,3,3,4,5
3,315,4,2,2,3,1,0,3,2,3,1,3,3,2,2,4,3,4,3,4
3,315,4,1,3,3,0,0,3,2,4,0,3,3,2,3,2,4,4,2,3
3,315,3,1,5,2,0,0,2,3,3,0,3,2,4,4,2,4,3,3,3
3,315,2,1,5,2,0,0,2,3,3,1,3,2,4,5,2,3,4,2,4
3,315,3,1,3,3,0,0,3,2,3,1,3,3,4,3,3,4,4,2,3
3,315,4,0,1,4,0,0,3,1,3,0,2,4,2,2,2,4,4,1,2
3,315,4,0,2,3,0,0,3,1,3,0,3,3,3,3,2,4,4,1,3
3,315,4,0,2,4,0,0,4,1,4,0,3,3,3,2,1,4,4,1,2
3,316,5,1,1,4,0,0,3,2,4,0,2,4,2,2,2,4,4,2,3
3,316,5,1,1,4,0,0,5,1,5,0,1,4,1,1,2,4,5,1,1
3,316,5,1,1,4,0,0,4,1,4,0,2,3,2,1,1,4,5,2,3
3,316,5,0,2,5,0,0,4,1,4,0,3,4,2,2,2,4,5,1,3
