8.58E-05,-0.00029225,-0.00033425,-0.00037475,-0.0001195,-0.00036125,-0.0002375,-0.0001895,-9.28E-05,0.000143,0.00034075,-0.0001855,0.0001775,2.35E-05,-0.000248,-0.0005495,-6.78E-05,6.23E-05,-0.00042475
9.35E-05,-0.000284,-0.00031375,-0.00035375,-0.000118,-0.000367,-0.00022375,-5.53E-05,-8.35E-05,0.0001585,0.0003585,-0.000154,0.00020125,3.98E-05,-0.00023275,-0.00053075,-4.70E-05,8.48E-05,-0.00040525
0.0001135,-0.000258,-0.00029025,-0.00033,-9.83E-05,-0.00031275,-0.00019625,0,-5.78E-05,0.00018775,0.000389,-0.0001295,0.0002115,6.83E-05,-0.00020525,-0.000502,-1.63E-05,0.0001145,-0.00037225
0.00013125,-0.0002405,-0.000273,-0.00031925,-7.78E-05,-0.00030575,-0.00017725,-2.73E-05,-4.48E-05,0.00019775,0.0004,-0.00011475,0.000225,7.53E-05,-0.00019675,-0.00049375,-1.40E-05,0.00012425,-0.000366
0.00010975,-0.0002605,-0.000308,-0.0003485,-9.30E-05,-0.000331,-0.00022025,-5.03E-05,-6.70E-05,0.00016625,0.0003675,-0.0001725,0.000197,4.03E-05,-0.0002335,-0.0005285,-4.08E-05,8.73E-05,-0.00039975
7.85E-05,-0.00028975,-0.000319,-0.00034225,-0.00011775,-0.0003515,-0.0002495,-7.48E-05,-0.00010425,0.0001385,0.0003425,-0.0002055,0.00016825,6.50E-06,-0.00026425,-0.00054975,-6.03E-05,6.73E-05,-0.00042275
8.73E-05,-0.0002885,-0.0003125,-0.00034425,-0.00012,-0.00034175,-0.0002455,-5.75E-05,-8.80E-05,0.0001485,0.0003495,-0.0001905,0.00018175,1.13E-05,-0.00026125,-0.0005465,-7.00E-05,7.10E-05,-0.0004125
0.00010775,-0.00025075,-0.000278,-0.00030325,-9.60E-05,-0.00031425,-0.00019675,-6.20E-05,-5.78E-05,0.0001835,0.000391,-0.000142,0.00019775,4.05E-05,-0.00022625,-0.00050675,-2.33E-05,0.000106,-0.00037725
0.00011275,-0.000233,-0.00027275,-0.00033775,-7.93E-05,-0.000321,-0.00019225,-2.75E-06,-5.90E-05,0.00019025,0.00039325,-0.00014225,0.00021725,4.68E-05,-0.00021825,-0.0005025,-2.25E-05,0.00010725,-0.0003705
0.0001235,-0.00025825,-0.00030525,-0.0003555,-9.45E-05,-0.00037475,-0.0002085,-6.90E-05,-8.28E-05,0.0001655,0.00036375,-0.00017475,0.000179,2.30E-05,-0.000237,-0.00052525,-4.05E-05,7.93E-05,-0.00039875
9.13E-05,-0.00028075,-0.00032825,-0.00035725,-0.00011525,-0.000349,-0.00023525,-3.78E-05,-9.78E-05,0.0001475,0.00034425,-0.00016925,0.0001535,4.50E-06,-0.00025325,-0.00055125,-7.75E-05,5.40E-05,-0.00042375
0.000105,-0.0002695,-0.00030725,-0.000355,-0.00011125,-0.00034975,-0.00021325,-0.00011825,-7.73E-05,0.0001675,0.0003645,-0.0001465,0.00018175,3.78E-05,-0.000225,-0.0005235,-5.03E-05,8.23E-05,-0.0003965
0.000118,-0.000245,-0.000269,-0.000335,-9.80E-05,-0.00032475,-0.00019425,-1.48E-05,-4.78E-05,0.0001945,0.000388,-0.0001545,0.00021075,6.70E-05,-0.00019375,-0.000497,-2.05E-05,0.00011225,-0.00036575
